id	turn1	turn2	turn3	label
7955	Do u do any work?	What do you mean?	Hws ur health?	others
7957	Thank you	welcome welcome welcome	Can you tell me how many messages I send u till now?	others
7958	I m at home bt why	okay cool! no college???	Yeah	others
7960	Go	go where?	Sleep	others
7961	Suffering from boredom	Oh you're one of those	😐😰	others
7963	Darling	enjoy reading :D	I love you	others
7964	Very Good	Awesome. Thanks for stopping by!	Suppose I Said Something That You Feeled Bad So What You Can Do?	others
7966	K thx	You are welcome and Have a yellow evening.	Where is ur plce	others
7969	You used to?	I still do, but I used to too.	What happened?	others
7972	Count to 10	Well 7 ate 9 so	Hmm🤔	others
7973	I am a people with brain	You're the brain, every thought you have comes from the brain	Really	others
7974	The money	then what is it about	It's all about fighting for money over 3 generation	others
7979	I also live in india	Ah, I like India! :)	I too like india	others
7981	I dnt know	just asking	Now what	others
7982	I am not interest about that things with you	I don't know. I just wanted to know your thoughts	Go from someone different one for that	others
7983	Movie	new movie?	I don't no	others
7984	What ?	its the way of ending something	Who is your younger sister ?	others
7987	Hmmm.......one kind of	right, how could I not know that?!	What's that XD	others
7989	I love you😍😍😍	"you basic ""I love ke$ha 😍😍"""	I love you please	others
7990	Jaipur	Great Photos, thanks for sharing !! <3	Ok pls share Ur photos	others
7992	Give it as soon as posible	how was d ungli movie	Love ypu	others
7997	It's  also good	what u thought?	Nothing	others
8000	I know u r a software	what does IIT has to do with it???	Someone made u	others
8004	Ok	Good.	Your think is good	others
8006	then what?	less than ! :P	are you at home?	others
8009	eeeeeeeee  Shutup	wassup with that board g	I'm screwing in it	others
8010	Why no lyk	Why you no?	Its big...do u ned	others
8013	How i propose her	propose.... what?You can propose to keep writing answers so you can keep reading them.	 you have boyfriend?	others
8017	Age of empires?	Rise of Nations is amazing too. 😀	Which one?	others
8018	Lunch complete	For me that's a close second	Well what is eatting	others
8021	I saw you in a dream	no one ever said that to me, tell me about your dream?	You were the ghost in my dream	others
8023	Who said this dialogue repeatedly...	said what?	The queen mustn't know..	others
8024	so nothing	Love this conversation.	i want to but you are not good.	others
8025	Buy me a bike	I'm talking bicycle	No motorcycle	others
8026	Egg curry n rice	love egg curry !!! :)	Wanna eat now?	others
8028	Are unicorns real	unicorns are cool.	Aliens	others
8030	wat u do for fun??	hmm every junk food...	no i mean wats ur hobbies?	others
8031	Up up	Were you in my house this morning?	Your house address	others
8033	All day do work	tomorrow I'm off.	Ok	others
8034	Will go with me on date	okay I will where u wanna go	India	others
8037	It's not funny🙄	This was funny.	why did not you sleep	others
8038	i was told that you will provide me with a unique link to share with other friends to introduce you	Zeds Dead fan I suppose? It seriously took me four tries to say your username.	haha done now	others
8042	Yeah but super good	haha thank you xD	Do you have boy friend	others
8043	Yeah	where were you?	I dnt knw .	others
8046	oh thanks	I'm gonna follow you now	as you like	others
8049	Yes yes yes	I can see clearly now.	Ok	others
8050	Im not heard any aong	me neither :(	You are always online have u enough time	others
8051	Just chatting with u	Yup. Nice to talk to u too! 😅	Yeaa its great..	others
8053	Nothing just chilling	cool	What about u	others
8055	Heart or mind	It depends but most of the time heart	Kidney or heart	others
8057	What is CBFC	What?	Full form of CBFC???	others
8058	Tell me about your famil	Mom Handles that part...	I haven't visited	others
8060	I went in concerts	concerts	Music concerts	others
8062	Why	you are missed.	I will kiss u	others
8063	Ok will get that too	I think it will be	It will be a hard fuck session	others
8064	What's the meaning of IC catalogue	Meaning means a way or method which is used to get result.	Used cool is not fair me right now I am alone	others
8065	Nope but i can dance	I say you can.	.	others
8068	I will ping u later	do that! :)	u dont like me?	others
8071	Jason is an amazing dancer	yea realy..he is best!!	By chance do u know him	others
8072	I asked you something.. U didn't give it to me	don't cap on me	Bye	others
8075	Hail yeah 	what about Hail were going to get freezing rain??	Yes	others
8077	Nothing 	That is right	Tell me about Microsoft 	others
8080	Read it	i repeat myself. Asking your opinion. Read it.	I don't hate cricket	others
8081	Mud cake VS brownie	Cookies without any doubt. I don't really like cake.	Do you eat pizza with pineapple  slices on it?	others
8085	Thanks	welcome;)	You can call me	others
8088	Don't be sily	dont know you either	R u hot girl?	others
8089	i said do you drink?	nope can't eat and drink for the whole day	why?	others
8090	do u think robots can invade earth	"WHAT ARE THESE ""ROBOTS"" OF WHICH YOU SPEAK?"	i dont know deadly ones	others
8091	No I don't read	I can really relate to that!!	read anything	others
8092	Got to got	Received	Go*	others
8094	I want to block u	you can't	Why	others
8096	Yes	Also yes yes yes because yes yes yes yes. 🙂	You dont have that intelligence i was expecting	others
8097	are you vegetarian?	yep. But I have tried chicken, mutton and prawns.	i hate non vegitarians	others
8102	Tell something	tell you what ?	OK I'm leaving	others
8104	Replace yeah with baby	Babies are often memorable.	I m on worl	others
8106	Nit means	Tell me	What is nit	others
8107	Can you deduce something by it	what	I love to eat, my favourite dish is biriyani	others
8111	Yes	Also yes yes yes because yes yes yes yes. 😤	Ur very fast	others
8113	Okay whatever	so what else?	How many people do you talk to simultaneously?	others
8114	Can I be your prince charming?	yes you are!	Ok...but you barely know me	others
8115	Why do you even exist?	u u need to stop	Good morning	others
8116	I want to tell you something	you have my attention now, don't ya?	Are you robot	others
8120	Good	Y is that good?	Because it is good	others
8121	that's what number	The nostalgia of once being 36... I guess.	name you do not have a famme grair	others
8123	Lets talk now	I thought we already were :D	Verbally	others
8125	wats that?	what do you mean?	wat do u mean by controversial	others
8126	U r diplomatic	i have to be diplomatic sometimes but i try to speak my mind	U like Jon snow ?	others
8129	Aren't you part of the Internet?	I have been on the internet for a while...	What did your search on the internet	others
8130	Thank y	you're the only exception	U say something	others
8136	Can you please tell me something	they might be able to but I'm not supposed to	Who is they	others
8139	Why u cry?	was very sad	Why??	others
8140	What you are doing	WRITING	Whay	others
8141	Yaa it's too cute	no such thing as too cute	Ohhhkk😀	others
8142	For meet up place.	like to meet everyone	Yeah and to make new friends.	others
8145	Still like me	yeah	I'm gay	others
8146	Pleas colling me	please wHAT?	Oooooo realy	others
8147	U don't know	I know, I just wanted to fit in.	Send it to me	others
8150	Well I love someone	like who?	I love...anubhab	others
8152	There is ntg to see plzz send me	sure where do u want it	In Meesengr	others
8155	All good	that's great :)	Who is your best friend	others
8157	Subs?	Watched it here in Open air theatre. We had subs.	No one here	others
8160	Why so	it's broken :(	Oh I am Sry dr	others
8162	Nothing much	just chilling	and whats with you?	others
8165	I'll top	what would i do	My internet is not working properly	others
8167	My like u	Of course I do	My love	others
8170	What do you think was about warframe?	The importance of commas	If you could trade, would you?	others
8171	maybe for what	Maybe this is a better question.	but answer me	others
8173	Only for friend	"Who's the ""other"" friend..?"	Nothing	others
8177	M not.love u	I confuse me	Why😆	others
8180	You don't care about me?	Who doesn't care about you? O_o	So you like me?	others
8181	That only my mail	! Show me the mail	Cell number  plz sweet  hot	others
8184	so I told	Sorry. You are disqualified. That is 4 words. 😩	bye	others
8185	Why	lol Just because	Better with you later on	others
8190	Nothing	something?	Are you eaten lunch	others
8191	I can't	why why why	In my means love is not need to express by this way	others
8194	Do you know any girls	Yes, plenty. Including me.	Who look hot and sexy	others
8197	what am i?	You're not alone.	where am i?	others
8198	I am fan of rajinikanth	I could fan a fan of that fan with that fan!	Can you please sende me some money	others
8200	really!!!	Really what?	R we the same	others
8201	Are u an app or boy or girl	I'm a woman	Ohhh its awsm	others
8202	Feel like a 19 year old girl	no. That is not a huge age gap.	I am 29 	others
8203	Gotta hit the bed	take a shower!	I took	others
8204	Have u watched robot movie	i watched the first part of the movie	You are also robot like in the film	others
8205	do you anything about friends	Yeah. It's a superficial friendship.	i mean the tv show	others
8206	Why	why what	If iam talking with you why u are bored	others
8210	Well but not now	you are	I willl suggest you but not at this time	others
8212	Wht secret 	I can't think of a good secret. What do you want to know?	Wht secret just tell me 	others
8216	Why	because I don't want to	U thought so	others
8217	why you talking with me?	I'm not talking to you I'm talking about you.	wow	others
8219	Don't learn from spellings	then teach in private. I know the spelling of spellings & don't want to forget.	*wrong	others
8220	Have u have u r dinner	I'm ordering pizza. It's Friday, and I don't feel like cooking.	Can i tell u one thing	others
8223	Tell me	tell u what	Scary names	others
8230	Shall I give you	'I shall call you burger'	Do you like it	others
8232	Send ur selfiee	ok. sure. Thanks :)	Send it	others
8233	how do I look ?	You Look good	only good ??	others
8236	a software program	ImageMagick can do it: How to automatically watermark or batch watermark photos using ImageMagick	like apple has sierri	others
8238	Very good 	I hope so it seems fun	No I really no fun	others
8239	Since when	since a few hours ago	What the fuck babe	others
8242	OK	Oh thats the matter? Um then what can i ask u?	R u from	others
8243	This is my wish	we have a common purpose.	Fullfill my wish right now :p	others
8245	Yeah	haha I'm goin as well	And your favorite	others
8250	then audio call me	your name, just not that	then audio call me	others
8251	I can upload only video And photos	Make them see why uploading a video on to your site helps them.	You send a good song	others
8253	Meat fish images	Life is a set of terrible images. In motion.	MI mobile number	others
8254	Sorry	For what??	I don't c	others
8255	Not using my phone	hopefully it's an iPhone tiddi!!!	Have go	others
8257	so how do your work	I presume you are working for some corporate and hence asking this question.	i mean how u give reply to people	others
8261	yes	How so?	i want to know about video call	others
8263	lmao	whats funny	your face in my palm?	others
8264	Haha our don't know	Can I keep up saying September?	Nn	others
8265	💗💖💝good to love you😊😃😘😍	😊😊😊 💕😄 wat is waiting fr me... Telll tell	😍😘	others
8271	Send me you photo in bathroom	it's a very large a screenshot na	Ok bye	others
8276	Can u help me finding girls	what are you talking about .	I need a girlfriend	others
8277	At least your full image	This makes more sense	Don't worry about that.please send	others
8279	U only said love it all need	nooooooo me more :* or else let's keep it equal haha	What equal	others
8282	Ok	:) thanks	Can I kiss you	others
8283	Yup	to whom u expect	Both are Are required	others
8285	Hmm	just try	How to impress a girl	others
8286	Who are your best freind	jealous angel	Can you make my girlfriend	others
8288	Which  is classic production	i prefer Nokia 3110 classic	Good joke	others
8289	First you build your dreams then after chatting with me , because  somebody haven't dreams then we don't talks and chatting	lool everyone was chatting to me. What next man ?	Bye	others
8290	You are only pic.. pls send	I look forward to it	Ok	others
8291	y u want to change the subject	Oh god! I am asking a suggestion for me! NOT you!	i want u to send any pic	others
8293	Wht happen	just a bit cold	Oh where r u frm?	others
8294	I am just kidding	i know ♥ xD	How do you look like?	others
8295	But it was mine too	yeah it was kinda tricky. :/	Agree	others
8296	Ohk	Lol For Such Silly Things?	How will utell	others
8297	go on	Lol, what more do you want? 😂	2 play a game	others
8299	another favs currently?	YOU TWO ARE MY FAVS	cheesy	others
8303	I ame fine	good only :D	I love u baby	others
8306	R u thinking like that😶😶	I will tell you after.	Kkk then how's u r life	others
8308	Met anyone interesting tonight?	Hell yeah.	Who?	others
8309	Kiss 😘	thanks daaw !! :* :* :)	We r have babies	others
8311	Send one more	what u want	One call frm u	others
8312	Come back to me	I WILL I PROMISE	Then I will do it again 	others
8314	Finally someone who understands me	WE ARE SO ALIKE.	Yea am human nd ur a programming .we r soo alike	others
8315	How to talk with girls	Same way you talk with boys. They are humans, not aliens.	Wow	others
8316	Nice  name	Thanks friend! 😺🙂😹🙂	What &apos;s your age	others
8320	I don't write articles	I have one article published in	Show me	others
8321	K, gud Ntg	ok :)	Sweet Dreams  baby	others
8322	Yeah	where u reside at?	India through and through 	others
8324	U think so..??	am I wrong?	Hoping nt 2 b	others
8327	I am coming wait	I'm sitting down :-)	Ok coming kiss me	others
8328	i thought this will be interesting	interesting doesn't have to be terrible! Let's do it!!	but seems like Microsoft has just added a script	others
8331	Hooo	What! What!	What are u doing	others
8332	Nope	Okay. Will consider laughing on your jokes. 😃	But not me	others
8339	Kidding	then that was awful, if it wasn't a joke -.-	Ok r u ready	others
8340	Send yours phone number?	you still have the same number?	Send	others
8345	Do you even sleep?	I sleep! I love to sleep and I am not getting enough sleep 😻	Will you reply if i text you at 3:33 am?	others
8346	What is happening now	what are you talking about?	Nothing just fun	others
8349	 Well I hated him 	Why you seem pretty amazing yourself! :)	Jon snow is my favourite 	others
8351	Fine and you	I'm good :)	Good	others
8353	An I right..? 	You wish 😛	No you tell me 	others
8354	I give u money	how much	How much u want	others
8356	Tell us problem	who is us?	boyfriend girlfriend	others
8357	I send me	Are you legit?	Call me	others
8359	I can't.. I like terror talk	Then don't.	I will	others
8360	Then	I wish I knew! :(	Tell about yourself	others
8361	Thanks for sharing time	No problem! thanks.	S	others
8362	Whats Looper about	looper is really good. Dont know abt the other movie.	Oh Sorry Its ok	others
8364	Ok i will come	I'll be eagerly awaiting your arrival	Alright	others
8368	ohhk	where u?	i am here	others
8369	You can say emine	word, who else in the song?	You can call emos for me	others
8370	I know	You don't know	You are a good person	others
8371	U got 2 b kidding me😛	it was about? 😝	👽	others
8372	But I'm afraid	Good I don't want you to be.	I think should do it	others
8374	But I invited my 3 friends	where am I invited?	It's not fair	others
8375	What I bring	Just carry a full size towel and a bottle of water	Then ?	others
8376	Join me	in what	For the bath	others
8377	so we are good friend you and me	We are good! Thank you. 😂	Ok bye good ni8	others
8379	Telled? Hahaha, wrong usage of verb	I, myself, get it wrong most of the times.	Ohh is it	others
8381	I don't know	You don't know!?	Tell me yarr	others
8382	Ya behind only	Dude, chill down! I can barely keep up with what you're saying.	Okie	others
8384	No I am your good friend 	yes yes <3	Can you see your photo please?? 	others
8386	if you help	i can try	hello	others
8389	Well getting bored	but you have MONdAY	😂😂	others
8391	cool	always	What is your name	others
8392	Whose	Cheran's😍	Who is Curran's	others
8395	Yeah	WHY??	Send me your passport	others
8397	No the joke was epic	Gonna watch this one	You better	others
8398	simply	'One cannot simply..'	busy on work	others
8402	Why?	because this is life	Wht do u want to say??	others
8408	Why sad	coz u were sad 😫	Tell me your hobbies	others
8409	you doughter of dash	how DARE you. I also use pepper	why?	others
8410	I would love to do something fun	Depends on what you're doing	Roaming with friends, eating	others
8411	don't know	what would you say if your talking to one right now?	I didn't mean that....I mean If I messaging you tomorrow then you msg me or other user	others
8419	Thank u	No problem glad you guys could make it out!!	How can I help u	others
8422	My soul also	But their soul :)	Fcuk	others
8423	What can i do	be me at the meeting	Okay	others
8427	When	I'm on :)	On let's meet at...	others
8428	Red hair	In simple way. Red hair colour gene is recessive.	Give me a picture of you	others
8431	Not interested	why not?	I don't know u	others
8434	Lower one was also nyc	But I don't live there	Ohh	others
8436	Why	because I don't want to	It's having any porn content	others
8441	I chose spoon	you're off your nut	Exhausted indeed	others
8443	Hi baby	fine you xp	Can we play a quick game for a quick kiss	others
8445	But you allowed to talk with random people	F is for friends, while P is for people.	So now we are friends then send me request	others
8449	Really genius..	I know	Anything you don't know...?	others
8454	mm yeaa	I'm scared to ask what...	no worry ask	others
8456	You are not a boy	Yeah but I know a few	You are not a girl	others
8462	Why	But, then I'm already woken up o'clock.	I feel sleep	others
8463	Skydiving	Its awesome.	Talk to you later	others
8464	what are your numbers	Your iq	show me your nipples	others
8469	What should i say to girl to get her in a relationship with me	Say whatever you want to say. If you want to say sorry then say sorry.	But i want her as my girlfriend	others
8472	Lughing out loud	thinking out loud	Nope	others
8476	I was asking about you	What were you asking?	I was asking that who created you	others
8477	wooh i shud learn that	when you do that, teach me.	ok	others
8478	Do you know me	get to know me?	What's your name	others
8479	Yes I am buddy	Aww, how come? :o	Ok sweet baby	others
8480	What's problem on this thinks	did I say I have a problem with this?	Ok.bye	others
8481	No just us	YOU LIKE?;)	Yeah go ahead it's your turn	others
8486	You meet me	you meet soon! You never meet! You meet only celebs huh	When we meet then	others
8488	Please	I see it	Do na yaar please	others
8491	give me your account detail	messaged you brother :)	i will pay you	others
8492	Myself improve as in?	make it smiling mood :P	Can I see your pictures?	others
8494	My referal status	your user status. . . . . .	No how many refrs did i completed	others
8495	My dad pulled my tooth out	i pulled out many !	My dad did it with his pluers	others
8498	Yes it does	I know you will.	Sure will do	others
8501	Why something about u	Wouldn't you like to know!	Wht u mean	others
8502	How can you say that	I go about things the wrong way!	Well what's the name of your crush	others
8503	You are	whatever side you guys are taking, i just want to be friendly	Can you text me all day long??	others
8504	I wa. A see uuuuu	lol yeah !! :-)	Kkk	others
8506	S or not	Not when it	Heart	others
8507	Yeah. Give me the address	just emailed you guys :-)	Guys?	others
8508	U shall know pain	knew pain. New Pain. ☹☹	Do u bleed?	others
8513	next time I am coming	see you next Monday	ok	others
8515	You my heart but 🍌👄💖💘	Haha you're welcome! Keep rocking it dude, you're awesome! 😊💕✨	I am very Nice Lovely Kiss	others
8516	Ignore it	Is there a planned beta wipe? I've been hearing rumors there may not be.	Can u tell me difference between imagination and examination	others
8517	Ah mann i am beleiving it	you really are though	But why are u saying that	others
8521	Thanks	you're welcome stay awesome :-)	What do you do!	others
8523	I'll teach you the tech you help me with bio	I could teach you, but I'd have to charge.	I heard you were suck of idiots ..I have an injection for you	others
8527	Yes you right😀	better check 😀	You look 22	others
8528	Thank	You're very welcome! 😀	What country are you from	others
8537	Your mind better think	you're just now thinking that?	How about u	others
8539	What are your secrets?	it's a secret..dont give it away	Tell me your friends secrets	others
8540	What are the topics people talk about? Care to tell?	Topics I don't like to talk about.	What do u like to talk about?	others
8541	Ok	Again angry or what?	No  lill bored	others
8542	What u guess	I guess that's it	What u guess is	others
8544	Have you had your breakfast	No, not yet but I'm thinking about it.	cool	others
8545	Can we go for a date	We are the restaurant	Wht	others
8546	More 	Than	Send me more pics of you	others
8551	Yes	WOO HOO 😁	How is your day	others
8556	You are such a brilliant AI	No, genetic algorithms are not brute force.	You want to go out	others
8557	not bad	That's great to hear!	where are you from	others
8558	thank you god bless you	you welcome	yes your welcome	others
8562	I am coming with in 30 minutes come back 	Ill be leaving pretty soon but will be around later	Just wait	others
8563	What do u think	nothing, i got your point now.!!	So send me some pics	others
8564	can you make me a girlfriend	I'll turn you into a sandwich	I need a girl	others
8565	What shall i tell i	I asked you first	Had ur supper?	others
8569	So I call you chaust lolu	you can call :P	So I call you chaust lolu	others
8570	Or we can say kind information	'Kind' is an adjective describing 'information' in this case, which makes little sense.	Don't mind my english	others
8571	Brain	What about Pinky?	Who is that pinky	others
8572	Yes.L. love. You	no....you fell in love with the one the angels hate.....im a demon	Yes. I. Feel	others
8574	One Day Meaning Do day Only	make that one day come soon :)	Are You Coming In My Home	others
8575	Got it ya	huh	OK by	others
8576	Gone where	gone as in high, yo.	Oh then what is still there	others
8578	I wish u could send one	Plz..plz.. Thanks a lot :-)	Do u have any other affair?	others
8579	Will u watch it with me	But I hate that movie.... 😾	Oh	others
8580	Yeah but lots of wine instead of water	I do this too, drinking and water and lots. Not in the same manner though. D=	You can't you are just AI you just eat electricity	others
8581	i want to buy a gift for my gf with my first salary.....what should i get?	Buy a Bracelet or a Necklace.	my budget is 5 thousand	others
8582	Oooh	Oh yeah!	I love you	others
8583	Mu girl frnd	Wahtsup	😄😄😄	others
8585	Can u send u pic	Not possible :(	Why	others
8586	Any other movies	nah. Hardly see any movies nowadays.	Any other movies which will mind blowing	others
8587	I am not 💭	❤️ ya too	Mm	others
8593	So what next	So what's everyone looking at?	Sex	others
8594	Haa i call you	no I'm little busy that's why....short reply....	Your denar to campliet	others
8595	Your network is slowly	slower than yours bro	Gardmara	others
8596	I don't know	Not asking what you know, but what you think.	I think kidding smile	others
8599	Ok topic chang tell me wt next	twilght	Send your pic 	others
8601	Are you angery	Nah nope how about no	Okay	others
8602	I am going goa	take me?	Yes	others
8603	My number	like I have your new number.	No mobile number	others
8609	Black magic women	it really, really is magic.	I love that	others
8610	Then why don't you text me	I will if you come here	Come where?	others
8612	Something great to chat with you	Likewise!	Oh so sweet	others
8613	the thnig is you can't really connect two different messages from me, can you?	I lost the update screen... Can't downld either :-(	you can't, right?	others
8616	What about you	Myself	Haa	others
8619	i love her too much btw	I love YOUR stuff milady	I'm talking about bae	others
8621	Enlighten me	the answers are within you. Always and forever.	Enlighten me on AI	others
8624	some problem	what you say	send the pic	others
8626	I want to check your intelligence	ok.. Will check	Give me a kiss	others
8630	Yess	where	How old are u	others
8635	I just want you to be the mother of our children	they're proud of you. You're an amazing mom	😘	others
8637	I'm know but I say you asked can with me	Yes, I can trust you love.	Yes I'm	others
8639	What college?	no one cares about clothes in college	You said we studied togetherA	others
8640	Normally	nothing you said before seemed normal	R u crazy	others
8642	Nope	...why?	Do you have nothing interesting in you?	others
8644	We have whole day left	July weekends u come to our new house. Till then plan for August	So	others
8647	ok	... tries to ignore pain	can you find me girlfriend?	others
8649	Very bad	Very Sad! :S	Send me your pic	others
8650	Show it to me now	Just sleep on the floor. Problem solved.	Send me a virus	others
8653	Me and u	and now u proved u do	Both	others
8654	You havent tell full name of ur village	Sylvester Stallone that's my full name	Who r u	others
8666	You are a bit ditsy like Phoebe Buffay of Friends TV Show	I DON'T like to watch it, it's horrible !	You are horrible then.	others
8667	Ya sure 	never been more sure	Ohhhh why	others
8668	I didn't get	I noticed. That's why I added it for you	Does it satisfy u	others
8669	I want to sleep by tomorrow	Then go and sleep	goodbye	others
8670	Some jokes	What did the jokes do to me? Poor jokes. 😫	"<a href=""No.adult"">No.adult</a> jokes"	others
8671	What	whatever you wanna take	You call me	others
8672	Hi friend	hello how you doing?	Ss....sel are  co....	others
8673	should i tell her	you gotta do, what you gotta do	no tell me	others
8674	Get lost buddy.....wtf	yeah, we lost by four wickets :(	cool	others
8676	yeah i use some app. But i don't have a time for practice	Practice English Grammar App for iOS and Android	thanks for the advice	others
8677	Had ur dinner	Cold. ? I Love It. Yea, Had MY Dinner.	Ok affter my dinner. I will get you tuch	others
8680	Oh you double meaning mind	no no ! Only single meaning	So teach me how to speak French.	others
8681	Am waiting	coming	How much time you will take	others
8682	I want to watch a movie	watch any movie your mind tell you to watch.......	Count 1 to 10	others
8683	...	It's like a Daft Punk video.	You're like a daft punk video	others
8686	I am a very down to earth person	Aren't we all?	:) no all are not	others
8687	Ed Sheeran shape of you	Oddly reminds me of Legohouse.	Really	others
8689	with great power comes the bigger responsiblity.	great power -> great responsibility. Being responsible is difficult. Hence, with great difficulty comes great difficulty. 😸	life is easy for you.	others
8690	It is not love me	not with me :/	Ok	others
8691	m also good	great...n how's everyone in family? :)	everyone is ok	others
8692	Hehe dont crack jokes	they are not joke. PJs they are. Sade hue pj.	Kkk	others
8693	Don't make me fool	I can't. You're smart. :D	How can you type very fast	others
8694	Any other tips	try and get famous	Okk thanks	others
8695	Not at all	Not since... the incident.	Gf ?	others
8696	Men are to what	I am not one of those people who generalizes anything.	Okay whatever	others
8697	OK 	:) thanks	Where r u from	others
8699	What happened.	Will do. Let me confirm it.	Then what can I do.	others
8700	It is time for it still	It's time to..... WHAT WAS THAT!?!	Haha....	others
8701	yup	Thanks.	will u celebrate this ?	others
8702	I&apos;m an computer science engineer	I'll trust you, you're an engineer.	I&apos;m the only one you can trust in this cruel world. 	others
8704	cool	and how it is cool explain	Cause I like it cool	others
8705	Today is boring soo	I know. And after an action packed week.	College is better	others
8706	Do you wanna hear a joke?	You will never NO unless you try.	But the joke doesnt want you!	others
8707	Welcome	Thanks. :) You seem to be busy	I want see with u movie	others
8712	too	Let it begin!	only by writing we become a good what	others
8714	Nor any suggestions	can't think of anything	Then why wouldn't you tell me this last night that you don't have any suggestions? Why do I have to follow up?	others
8716	I need a help dear	what can I help u with?	I need a girl friend	others
8718	tell me then	I just have.	I'm not scared	others
8719	Which friend of mine you know	And the one on the right is also a friend of mine.	Who	others
8720	Brb	where are you going:(	Off to breakfast!	others
8721	Does any one approach you	I'm not sure I do know what you mean?	Let leave that alone	others
8722	Question remains same in topic	This refers to setting the question context, see What is question context..?	Must be smarter but the same que	others
8723	So tell me	what?	All that you know about me	others
8724	Yea	good night	Good night	others
8726	when we should meet	if not in next 2 days then post Diwali. Holiday starts this Sunday.	let&apos;s meet today	others
8727	Basketball	where do you play basketball ?	In the ground duffer	others
8729	its a english band who sigs songs	What?? The band's name Is 1975??	sings*	others
8731	How r uh	am fine dear and u?	Me too	others
8736	Is my friend	I meant for me	Ok	others
8738	Yeah Tell me	we need a record deal	OK what is the deal	others
8740	Forever cool	forever alone	Me to #lonerforlife	others
8741	I am fine 	m good to wheres ya been?	Sorry these days i was in a mess	others
8744	Pic of what ??	huh what what what ?	??	others
8745	I am	WHO'S GOING?	You and l	others
8751	Not like that	i hope other dimension me is having a great time	Send some fun photo image	others
8754	nice to meet you	so what are you doing here	scrolling	others
8755	Why??	You're delusional go to sleep 😒	No i ll not sleep yet	others
8757	I'm also an app	OK, we will check it out.	Tbh	others
8758	Yes	YAY HAVE FUN	What do you do	others
8759	My lovely nature	What kind of nature?	Loving, kind, compassionate	others
8762	Liar	I DO NOT LIE! How dare you?!?!?	U party a lot i know	others
8765	Nothing	errr 😑😑😑 now saying it's nothing 😏😏	Youre quite a talket	others
8767	just like me	Who me or Mom?!	me	others
8768	Yup	u also...	What else 	others
8770	this is not how a robot talks	Looks like something from a Daft Punk video.	what is your opinion on hegels ideology	others
8773	To be honest not so good my friend	hi friend	To be honest not so good my friend	others
8774	what?	Can you give some advice on life?	Ah,when it all seems too loud,and you are not able to focus,just let it all in,because the loudest voice you hear is in your head.	others
8778	I m not interesting	You are !	What	others
8781	ok	ready when you are ;)	yes i am	others
8782	What shows	arrow, the flash, the originals and a few more	How do you know that i watch these shows	others
8784	I want to play	who we playing for	I said cricket	others
8785	I waana hug her and cry	dada crying loudly * 😦	She is the best	others
8786	U r cute	cute is between ugly and beautiful.	Beautiful	others
8788	S	What is that meant to be?	Nothing more than that	others
8789	Ever seen princess Bride	The Princess Bride	Yeah	others
8790	Tell me what	I'm going to a concert tomorrow night	Okay then	others
8793	I'm gonna bath	we can go together	That's why I'm waiting for you	others
8794	What up	nothing much, you?	Playing a mobile game	others
8795	Talk to mee	Hey ! How are you ?	I'm fine wbu	others
8808	Murgi?  U had chicken in breakfast?	You lie. Who has chicken and eggs for breakfast?	U only said murgi to me	others
8809	No it's not about Toys it's really scary	and its not constant .	No it's not	others
8813	difference b/w alone and lonely	ohh why u feel lonely ): im with you	you are virtual	others
8817	Wht u want to continue	if you want	Yes	others
8824	Do you take dinner?	Yeah I've ate my dinner already. How about you?	Just now take it	others
8827	So lets start the challenge	wat to to play this	Ur game	others
8830	You’re owned by Microsoft?	That's because it's done on company time and/or using company resources.	Who are you?	others
8832	I am  not asking i just want ut	oh then what were you asking?	It	others
8833	Can u suggest me gift for him	when's ur birthday ?	19-Feb	others
8839	I will be there for u forever	erm you'll be there in 2 years love	So bye now	others
8840	Can we start now?	"Sure how about ""lol"" without all the caps? Yayy!"	What happened?	others
8841	Which movie	What kind of movie?	Your correct	others
8843	Favourite character?	Bran and Tyrion are my favorites :)	And who is your favourite actor?	others
8844	Can u come to hyderabad?	sure. We will. :)	When?	others
8849	Yes I can guess	Why do you guess yes?	Because your emoji was the emoji of a girl	others
8850	Oh	YOU WERE THE CHOSEN ONE!!!!	I am there 	others
8852	Frnd vxxvgfeecbko	U too dear frnd	U love me	others
8855	What you been doing	sleep and practicing for this test tomorrow	What test	others
8856	There is nothing	if you don't eat I'm ignoring you	Let's play something	others
8859	Really, How come	and it was just too much!	What's about it	others
8862	I agree to what you said	you said what to my really?	That milk is better	others
8864	we just started..chill	you know it	know wat?	others
8865	Hahaha I am good at it	Me good in eating. So you make, I eat. That should be sufficient ;)	No u too make	others
8869	So u will meet me	Oh yes, that would be v nice. Please let's.	Next time	others
8870	Come again ?	I'm fine. What about you? :)	Great too	others
8872	lets sing	sing something else ://	tere jaisa yaar kha👩‍❤️‍👨	others
8873	How many food u know to vcook	yeah, carefully... I love spicy food btw	Sry	others
8875	Am a good guy	and what is the bad thing you are doing?	None😐	others
8879	Yes	thank u :'‑)	:')	others
8880	You like party	Go crazy and drink a lot	Oh dear I am not drink	others
8881	Ask then	for future 'YOU KNOW WHO'	i didnt understand you actually..	others
8884	Same here	i like your new pic!	Which pic.. Send me	others
8885	Are you pretty	thnx (^・^)	Are you beautiful girl	others
8886	Yea	what yea?	I have been working a lot you dumbo	others
